id	batch	stratum	path	adv	ctx	ms	answer	outcome	pair	in_text	suggested	freq_text	freq_sugg	position	words	source_id	sentence
b002-198	batch-002	real	adjacent	23	2	2971	in-text	overruled	א/ע	אל	על	148	164	1	5	firing-28751-1	ריי אל תידבק אליו אוקי
b002-199	batch-002	real	adjacent	24	2	2402	in-text	overruled	ב/ו	הבא	הוא	125	164	1	9	firing-211828-1	בבקשה הבא אותם פול והכל יוכל לחזור לאיך שהיה
b002-200	batch-002	real	adjacent	29	2	2360	unclear	unclear	א/ע	תא	תע	107	55	5	8	firing-488-5	תא של הל וכ י תא ש המ
b002-201	batch-002	real	adjacent	25	2	1888	unclear	unclear	ו/ב	וולי	בולי	81	66	3	8	firing-170087-3	אני מתה על וולי כדאי שאני אוהב אותו
b002-202	batch-002	real	adjacent	33	2	1570	unclear	unclear	ו/ב	וילי	בילי	82	107	2	6	firing-104503-2	אל תתפרק וילי אתה שומע אותי
b002-203	batch-002	real	adjacent	28	2	5354	in-text	overruled	א/ע	אל	על	148	164	7	11	firing-73721-7	אבל מה כל זה אומר לנו בנוגע אל כוונותיו של הורדוס
b002-204	batch-002	clean	none			10680	in-text	control-pass	ח/כ	חזרה	כזרה	121	34	7	9	clean-95344-7	בדיוק כשחשבתי שהצלחתי לחמוק הם מושכים אותי חזרה פנימה
b002-205	batch-002	injected	known			15295	suggested	control-pass	ו/ב	ועצמך	בעצמך	24	113	4	6	injected-133318-4	אולי תעשי את זה ועצמך אורגון
b002-206	batch-002	real	adjacent	72	2	67532	in-text	overruled	א/ע	אל	על	148	164	7	10	firing-232927-7	האם היא היתה מחברת מחדש את החלק אל גופה הלטאתי
b002-207	batch-002	real	adjacent	29	2	6802	unclear	unclear	ע/א	הרעיה	הראיה	54	85	4	8	firing-208891-4	אני מקווה שתמצאי את הרעיה אחות העריקה שלך
b002-208	batch-002	real	adjacent	47	2	3315	in-text	overruled	ח/כ	חווית	כווית	74	63	5	8	firing-124674-5	השארו איתנו ל שעות של חווית פוטבול משובחת
b002-209	batch-002	real	adjacent	48	2	2189	in-text	overruled	א/ע	הראיון	הרעיון	86	111	5	9	firing-141456-5	את ההצגה הרישמית שלך בשביל הראיון שלך עם המלך
b002-210	batch-002	real	adjacent	65	2	3014	unclear	unclear	ו/ב	וובי	בובי	48	107	4	15	firing-212505-4	ג וי לראות את וובי זה הרבה יותר כיף ממשהו שקרה ברכב של דוד שלי
b002-211	batch-002	real	adjacent	22	2	5528	in-text	overruled	ו/ב	וכל	בכל	117	138	9	22	firing-186144-9	אם אנחנו נחלץ אותו משם אנחנו יוצרים סערת חרא וכל הסכם השלום יתמוטט אדמירל ברונט אומר שחיילים סרבים רצחו את הטייס שלו
b002-212	batch-002	real	adjacent	26	2	757	both-fine	both-fine	א/ע	שאלי	שעלי	78	84	4	6	firing-251544-4	טוב אתה יודע מה שאלי רוצה
b002-213	batch-002	real	adjacent	62	2	2970	in-text	overruled	ח/כ	חבשו	כבשו	56	65	1	6	firing-110688-1	אנא חבשו את המשקפיים כל הזמן
b002-214	batch-002	injected	known			2363	suggested	control-pass	ב/ו	בלא	ולא	78	129	4	8	injected-20555-4	הבטחת לקחת אותי לטהיטי בלא קיימת את זה
b002-215	batch-002	real	adjacent	69	2	2016	unclear	unclear	ו/ב	ון	בן	123	134	1	4	firing-191681-1	די ון דוד ג
b002-216	batch-002	real	adjacent	43	2	2392	in-text	overruled	א/ע	אל	על	148	164	1	5	firing-120622-1	אחרת אל תאכלי את זה
b002-217	batch-002	real	adjacent	24	2	12892	both-fine	both-fine	כ/ק	נשיכה	נשיקה	75	98	8	11	firing-119151-8	זה אזור קשה שם בחוץ אתה עלול לקבל נשיכה באמצע הלילה
b002-218	batch-002	real	adjacent	21	2	4005	in-text	overruled	א/ע	השאיר	השעיר	102	68	2	7	firing-255305-2	אולי הילד השאיר קצת נזלת מתחת לשלחן
b002-219	batch-002	real	adjacent	22	2	5347	in-text	overruled	א/ע	מאז	מעז	124	95	3	17	firing-245418-3	בכל אופן אני מאז בכל פעם שאני מחזיקה עט אני חשה נרדפת על ידי המילים שהוא כתב
b002-220	batch-002	real	adjacent	30	2	2566	suggested	agreed	ע/א	לעזעזל	לעזאזל	84	139	4	8	firing-252955-4	תעשה את זה עכשיו לעזעזל ותביא אותם אלי
b002-221	batch-002	real	adjacent	45	2	3254	in-text	overruled	ב/ו	הבא	הוא	125	164	1	5	firing-57487-1	האלף הבא מחכה לנו בפינה
b002-222	batch-002	real	adjacent	30	2	3066	both-fine	both-fine	ת/ט	קנת	קנט	86	93	1	9	firing-197910-1	מר קנת קבוצת טרוריסטים השתלטה על מגדל אייפל בפריס
b002-223	batch-002	real	adjacent	24	2	2460	suggested	agreed	ע/א	לעזעזל	לעזאזל	84	139	4	8	firing-146639-4	מזל רע יד האלוהים לעזעזל אם אני יודע
b002-224	batch-002	real	adjacent	22	2	7341	in-text	overruled	ע/א	רעייה	ראייה	54	93	9	11	firing-147692-9	אני רק מוזר לידוע מה העסק שלך בדלת של רעייה שלי
b002-225	batch-002	real	adjacent	39	2	5490	in-text	overruled	ס/ש	ספות	שפות	59	78	3	7	firing-163930-3	אני עברתי שתי ספות ב כריות ושמיכות
b002-226	batch-002	real	adjacent	22	2	7868	unclear	unclear	ק/כ	קי	כי	105	145	2	9	firing-199878-2	קילומטר משם קי הכין ארוחת ערב כשהוא הופרע בגסות
b002-227	batch-002	real	adjacent	46	2	3591	in-text	overruled	א/ע	אל	על	148	164	3	6	firing-119711-3	נשים מתמסרות בקלות אל תירי בי
b002-228	batch-002	real	adjacent	24	2	4019	unclear	unclear	ב/ו	בג	וג	103	110	2	4	firing-259776-2	תתקשר לאימי בג ולייט
b002-229	batch-002	real	adjacent	69	2	4185	in-text	overruled	ס/ש	סאם	שאם	112	117	2	6	firing-212431-2	אמרתי לך סאם אין כזה דבר
b002-230	batch-002	real	adjacent	28	2	5129	in-text	overruled	א/ע	אבד	עבד	83	111	1	8	firing-245379-1	ליבי אבד לא תכננתי להתאהב שוב אך פופ
b002-231	batch-002	real	adjacent	22	2	1792	in-text	overruled	ב/ו	בשלושה	ושלושה	85	81	2	4	firing-227419-2	שבעה קילו בשלושה שבועות
b002-232	batch-002	clean	none			2077	in-text	control-pass	ו/ב	רוצה	רבצה	155	29	1	8	clean-90015-1	לא רוצה לבייש את עצמי בפני עמיתיי הסוטים
b002-233	batch-002	injected	known			1665	suggested	control-pass	א/ע	לאזאזל	לעזאזל	30	139	1	4	injected-12459-1	מה לאזאזל אתה רוצה
b002-234	batch-002	real	adjacent	30	2	7087	both-fine	both-fine	ט/ת	מפלטו	מפלתו	30	36	2	6	firing-22683-2	העוקצנות היא מפלטו של שכל רפה
b002-235	batch-002	repeat:batch-001	adjacent	41	2	4904	unclear	unclear	ע/א	עלו	אלו	92	122	4	6	firing-264594-4	אתה שוכח שלי הן עלו בשלי
b002-236	batch-002	real	adjacent	29	2	751	in-text	overruled	ו/ב	וכוח	בכוח	75	98	1	6	firing-179892-1	וסיבולת וכוח כדי לנצח במאבק ארוך
b002-237	batch-002	real	adjacent	48	2	2721	suggested	agreed	א/ע	אם	עם	157	157	6	9	firing-108484-6	זה נחמד הם רוצים שאני יישאר אם הפרויקט פה
b002-238	batch-002	real	adjacent	22	2	17062	unclear	unclear	ע/א	ערובה	ארובה	95	61	13	16	firing-24552-13	כפי שדיווחנו מוקדם יותר מרדף המשטרה פרוע הסתיים בטרגדיה הבוקר עם מותו של ערובה נקבה בן
b002-239	batch-002	real	adjacent	22	2	6600	in-text	overruled	ו/ב	ושל	בשל	95	97	14	16	firing-77992-14	עכשיו במאמץ לשפר את כל זה הכנסיה החליטה שהשנה זה הזמן להתחדשות של אמונה ושל סגנון
b002-240	batch-002	real	adjacent	30	2	2729	in-text	overruled	ע/א	העור	האור	98	106	1	7	firing-224987-1	מעיל העור הזה לבד שווה ליש ט
b002-241	batch-002	real	adjacent	50	2	7822	in-text	overruled	ס/ש	סל	של	80	162	8	21	firing-198382-8	רואים את ברוס לי נלחם נגד שחקן הכדור סל כרים עבדול ג אבר צ אן לומד תכסיסים איך לנצח את יריבו
b002-242	batch-002	real	adjacent	43	2	4230	in-text	overruled	ו/ב	רוי	רבי	97	81	6	8	firing-128491-6	אבל הבלש איקס הזה האם הוא רוי וושבורן
b002-243	batch-002	real	adjacent	32	2	3030	in-text	overruled	ח/כ	חזה	כזה	93	132	8	10	firing-95-8	וכשהוא הגיע לשם והמציאות לא הייתה כפי שהוא חזה אותה
b002-244	batch-002	real	adjacent	65	2	1469	in-text	overruled	ק/כ	קן	כן	95	162	1	4	firing-12995-1	לת קן את השמלה
b002-245	batch-002	real	adjacent	36	2	3606	unclear	unclear	א/ע	פאם	פעם	92	141	1	7	firing-246386-1	בסדר פאם יש לי עוד פרוייקט בשבילך
b002-246	batch-002	real	adjacent	43	2	4020	suggested	agreed	ח/כ	שחל	שכל	57	118	4	18	firing-170980-4	האם אתה מודע לכך שחל איסור על שימוש בקסמים מחוץ לכותלי בית הספר כל עוד הינך מתחת לגיל
b002-247	batch-002	clean	none			2017	in-text	control-pass	א/ע	את	עת	178	91	2	4	clean-54124-2	על מה את מדברת
b002-248	batch-002	real	adjacent	30	2	7934	suggested	agreed	ב/ו	הבא	הוא	125	164	8	10	firing-200222-8	עכשיו פנה שם שמאלה לפריג יה ליד הירח הבא שזורח
b002-249	batch-002	injected	known			3990	suggested	control-pass	ע/א	מרעה	מראה	62	108	1	6	injected-60252-1	זה מרעה לנו את מקומנו בחברה
b002-250	batch-002	real	adjacent	38	2	4162	in-text	overruled	ב/ו	בג	וג	103	110	5	9	firing-175198-5	אני לא יתן לך לפגוע בג ני שוב טוב
b002-251	batch-002	real	adjacent	47	2	6329	unclear	unclear	ט/ת	בט	בת	78	122	2	8	firing-128277-2	לכי מפה בט אני לא רוצה לראות אותך
b002-252	batch-002	real	adjacent	31	2	25192	in-text	overruled	ש/ס	שוד	סוד	97	102	3	12	firing-44050-3	כל פעם שהתבצע שוד גדול היו חוקרים אותו ולא מוצאים שום דבר
b002-253	batch-002	repeat:batch-001	adjacent	23	2	5032	both-fine	both-fine	ס/ש	יספרו	ישפרו	70	43	4	7	firing-169533-4	אתה יודע יום אחד יספרו את הסיפור
b002-254	batch-002	real	adjacent	39	2	5460	in-text	overruled	ק/כ	העורקים	העורכים	78	54	3	15	firing-36685-3	לחדר הימני ודרך העורקים של הריאות אל הריאות יש המרה בין דו תחמוצת הפחמן לחמצן
b002-255	batch-002	real	adjacent	34	2	5451	in-text	overruled	ש/ס	לשדר	לסדר	81	103	2	9	firing-26961-2	והוא מנסה לשדר בשפת הגוף שלו שחק על הכל
b002-256	batch-002	repeat:batch-001	adjacent	28	2	4582	in-text	overruled	ו/ב	ואותו	באותו	71	119	3	5	firing-168023-3	אל תששש אותי ואותו לא
b002-257	batch-002	clean	none			4109	in-text	control-pass	ש/ס	שלו	סלו	143	47	4	7	clean-88363-4	מתוך מגירת שולחן הכתיבה שלו אתה יודע
b002-258	batch-002	injected	known			1537	unclear	control-miss	ע/א	לע	לא	85	178	4	8	injected-35685-4	הנ ה את ה לע מרגיש יותר טוב
b002-259	batch-002	real	adjacent	32	2	1529	unclear	unclear	א/ע	אל	על	148	164	3	8	firing-26979-3	מה טריניטרון בשבילך אל תיבת דואר ספאדוצ י
b002-260	batch-002	real	adjacent	27	2	4694	both-fine	both-fine	ו/ב	שלו	שלב	143	98	4	13	firing-2605-4	שהשיג את השיניים הטוחנות שלו מוקדם יותר בחייו להתחיל לאהוב זה מיסתורין נפלא
b002-261	batch-002	real	adjacent	21	2	57488	in-text	overruled	ס/ש	הגיסה	הגישה	57	98	10	12	firing-140136-10	זהו פולחן עבור זה משהו שכל אמא הגיסה שולחת לבת הגיסה שלה
b002-262	batch-002	real	adjacent	58	2	2099	in-text	overruled	א/ע	אשר	עשר	115	114	2	4	firing-67226-2	זה האחד אשר בחיים
b002-263	batch-002	real	adjacent	25	2	9368	unclear	unclear	ט/ת	סטי	סתי	60	32	2	5	firing-87189-2	הבית של סטי עיר המתים
b002-264	batch-002	injected	known			1386	suggested	control-pass	ע/א	עותי	אותי	0	151	3	5	injected-14682-3	אז תודה שהזמנת עותי לכאן
b002-265	batch-002	real	adjacent	22	1	6412	unclear	unclear	כ/ק	הכושי	הקושי	81	66	6	8	firing-38678-6	נינו שיבטה מאפיונר מזדיין משוחח עם הכושי מהאיסלאם
b002-266	batch-002	real	adjacent	24	2	2661	unclear	unclear	ס/ש	אסרת	אשרת	46	68	1	6	firing-111598-1	מדוע אסרת את אחת מהאחיות שלי
b002-267	batch-002	real	adjacent	31	2	2197	in-text	overruled	ב/ו	בזה	וזה	133	131	2	4	firing-261456-2	לא צפית בזה עדיין
b002-268	batch-002	injected	known			3000	both-fine	control-miss	ב/ו	היב	היו	30	137	1	5	injected-33196-1	הם היב גם חברים שלך
b002-269	batch-002	real	adjacent	45	2	9173	in-text	overruled	ט/ת	טפסו	תפסו	47	100	1	4	firing-93677-1	הם טפסו בתעלות האוורור
b002-270	batch-002	real	adjacent	49	2	3172	in-text	overruled	ב/ו	בלהציל	ולהציל	51	76	1	5	firing-98179-1	אשמים בלהציל את החיים שלך
b002-271	batch-002	real	adjacent	24	2	8218	unclear	unclear	ק/כ	הקס	הכס	51	74	2	6	firing-196081-2	מחזורים של הקס ווין במינון מלא
b002-272	batch-002	real	adjacent	59	2	4432	both-fine	both-fine	ס/ש	הסם	השם	80	122	4	6	firing-102628-4	כך תקבל את מנת הסם שלך
b002-273	batch-002	real	adjacent	38	2	3884	in-text	overruled	א/ע	להציא	להציע	33	107	1	7	firing-79177-1	כדי להציא אותם החוצה היו צריכים לזהות
b002-274	batch-002	real	adjacent	22	2	3479	suggested	agreed	ע/א	ועם	ואם	106	123	3	11	firing-196499-3	לפתע אתה כאן ועם המנגינה עליכם להקשיב אחד לשניה היטב כן
b002-275	batch-002	clean	none			6712	in-text	control-pass	ש/ס	יש	יס	158	78	3	14	clean-62271-3	אם לאויב שלך יש מספרים גדולים ממך אתה הפרד ומשול לצמצם את המספרים האלה
b002-276	batch-002	real	adjacent	40	2	5212	in-text	overruled	כ/ח	הכומר	החומר	98	102	2	7	firing-41301-2	בגלל זה הכומר שפך עלי מים קדושים
b002-277	batch-002	real	adjacent	106	2	7942	in-text	overruled	ח/כ	חי	כי	118	145	3	8	firing-119275-3	הוא נשאר עד חי למרות הברבריות של התליינים
b002-278	batch-002	clean	none			31769	in-text	control-pass	כ/ח	הארוכות	הארוחות	68	72	7	10	clean-89524-7	וצ נדלר אתה תצטרך להיזהר עם המקלחות הארוכות שלך בבוקר
b002-279	batch-002	real	adjacent	24	2	546	in-text	overruled	ע/א	עז	אז	85	155	4	7	firing-104312-4	אה איש שנתן את עז מהמכלאה שלו
b002-280	batch-002	real	adjacent	24	2	3255	in-text	overruled	ח/כ	חלום	כלום	106	132	1	12	firing-24158-1	הם חלום הבלהות של בני הנעורים והם לא משרתים שום מטרה מועילה
b002-281	batch-002	real	adjacent	22	2	11482	in-text	overruled	ת/ט	הפרת	הפרט	85	73	3	9	firing-37481-3	אתם עצורים עבור הפרת קוד תחנה סעיף קטן בטא
b002-282	batch-002	real	adjacent	24	2	2234	in-text	overruled	ב/ו	בי	וי	128	98	2	6	firing-177630-2	היו עושים בי שם מעשי סדום
b002-283	batch-002	real	adjacent	48	2	7020	in-text	overruled	כ/ק	תכף	תקף	91	94	7	9	firing-143011-7	אוקיי אני כמעט רואה את החוד הוא תכף בחוץ
b002-284	batch-002	real	adjacent	55	2	3359	suggested	agreed	ת/ט	תצתרך	תצטרך	40	111	1	7	firing-53401-1	אתה תצתרך אנחנו נקח את זה מכאן
b002-285	batch-002	real	adjacent	33	2	9606	in-text	overruled	ב/ו	בלשלוח	ולשלוח	33	76	14	19	firing-175781-14	ל אפ טי אל אין מושג מה הם גילו אחרת הם לא היה מסתכנים בלשלוח את זה לאזרחים לניתוח
b002-286	batch-002	real	adjacent	33	2	20782	in-text	overruled	ס/ש	סלחתי	שלחתי	71	100	8	11	firing-177907-8	אני לא יכול לומר בכל הכנות שאי פעם סלחתי לו אדוני
b002-287	batch-002	real	adjacent	31	2	3420	in-text	overruled	ע/א	עם	אם	157	157	12	15	firing-135669-12	בסדר אתם רוצים לדעת למה אני לא יכול לעזור לדי ג יי עם הקמפיין שלה
b002-288	batch-002	real	adjacent	34	2	4926	in-text	overruled	ב/ו	בלשים	ולשים	84	82	6	15	firing-154602-6	מה שאתה צריך לעשות זה להתרכז בלשים את כוח התחת בידיו של הישות הפשוטה שלך
b002-289	batch-002	clean	none			5993	in-text	control-pass	א/ע	אם	עם	157	157	3	6	clean-60137-3	אשתי בפועל גם אם לא רשמית
b002-290	batch-002	real	adjacent	45	2	4500	in-text	overruled	ב/ו	בלמצוא	ולמצוא	61	87	3	7	firing-22782-3	מה לא בסדר בלמצוא את ישו הא
b002-291	batch-002	real	adjacent	21	2	7649	unclear	unclear	ס/ש	מפריס	מפריש	59	49	1	5	firing-136157-1	הוא מפריס במאי ממש מדהים
b002-292	batch-002	real	adjacent	44	1	4582	in-text	overruled	ח/כ	חי	כי	118	145	1	10	firing-229698-1	אורניזם חי אולי משהו בסגנון מחשב מבוסס די אנ איי
b002-293	batch-002	real	adjacent	41	2	11701	both-fine	both-fine	ח/כ	בחלל	בכלל	91	127	12	15	firing-15691-12	אתם צריכים להפעיל את הפצצה מרחוק לפני שהאסטרואיד יעבור מעל השטח הזה בחלל מחסום אפס
b002-294	batch-002	real	adjacent	21	2	4918	in-text	overruled	ע/א	יקרע	יקרא	71	82	4	8	firing-32182-4	אם סטנלי שם אני יקרע לו את התחת
b002-295	batch-002	real	adjacent	38	2	1769	both-fine	both-fine	א/ע	אם	עם	157	157	3	10	firing-133664-3	אני חייב לכדרר אם הכדור אצלך אתה סתם תנסה לקלוע
b002-296	batch-002	real	adjacent	45	2	3210	in-text	overruled	ב/ו	הבא	הוא	125	164	3	7	firing-115272-3	להיפך אני אומר הבא נעניק לו פרס
b002-297	batch-002	real	adjacent	34	2	3539	suggested	agreed	ט/ת	לטבוע	לתבוע	79	90	2	5	firing-117312-2	גבר יכול לטבוע בעיניים האלו
b002-298	batch-002	real	adjacent	25	2	2227	unclear	unclear	ק/כ	וק	וכ	81	68	5	13	firing-525-5	ן ו מ עפ ל וק ה יה י טעמ ד ו ע
b002-299	batch-002	clean	none			1739	in-text	control-pass	א/ע	את	עת	178	91	2	4	clean-59653-2	איני מבינה את המהומה
b002-300	batch-002	real	adjacent	35	2	4927	in-text	overruled	א/ע	אל	על	148	164	11	13	firing-24587-11	לא לא כדי להגיע לביתו של נד כדאי שתפנה ימינה ותחזור אל הגבעות
b002-301	batch-002	real	adjacent	25	2	6578	in-text	overruled	ו/ב	ועוד	בעוד	109	121	2	6	firing-4723-2	אלף עכשיו ועוד אלף אחרי החתונה
b002-302	batch-002	real	adjacent	37	2	1491	in-text	overruled	א/ע	אליך	עליך	124	128	2	5	firing-85171-2	אם לא אליך למי אפנה
b002-303	batch-002	real	adjacent	30	2	3247	in-text	overruled	ע/א	עם	אם	157	157	6	9	firing-2999-6	היית צריך לדעת שזה מה שיקרה עם מגאזין כזה
b002-304	batch-002	real	adjacent	24	2	3929	suggested	agreed	ב/ו	עברי	עורי	72	71	4	6	firing-252481-4	הייתי חייב לחשוף את עברי קודם
b002-305	batch-002	real	adjacent	38	2	884	unclear	unclear	ט/ת	בט	בת	78	122	1	5	firing-253785-1	אז בט תשיר שני שירים
b002-306	batch-002	real	adjacent	27	2	6142	in-text	overruled	ע/א	על	אל	164	148	4	6	firing-196724-4	איזה סכום כסף להוציא על הזר
b002-307	batch-002	real	adjacent	52	2	4026	in-text	overruled	ב/ו	עברך	עורך	64	110	4	6	firing-96291-4	אביה אינו יודע על עברך נכון
b002-308	batch-002	real	adjacent	22	2	9968	in-text	overruled	כ/ח	כבר	חבר	143	136	6	9	firing-33154-6	אתה יכול תמיד לחזות את המנצחים כבר בקו הזינוק
b002-309	batch-002	clean	none			9569	in-text	control-pass	ק/כ	קחי	כחי	110	36	3	7	clean-40640-3	תצאי מהבניין לימינך קחי את האוטובוס הראשון
b002-310	batch-002	real	adjacent	34	2	7559	in-text	overruled	א/ע	אל	על	148	164	9	12	firing-234245-9	אני מעדיף לחשוב על זה כעל רווח הדדי שדוחף אל הכיוון הנכון
b002-311	batch-002	real	adjacent	36	2	2264	in-text	overruled	כ/ק	סוכר	סוקר	96	52	8	11	firing-210666-8	הוא אהב את זה זה כמו לפזר אבקת סוכר על סופגנייה
b002-312	batch-002	real	adjacent	30	2	3773	in-text	overruled	כ/ק	כה	קה	116	78	11	22	firing-21512-11	יש ברשותי תדפיס סודי ביותר של פרטי המכירות של חנות ספרים כה חסרת חשיבות אך כה מלאה בצדקנות עד שמיד חשתי אליה
b002-313	batch-002	real	adjacent	22	2	4229	unclear	unclear	ו/ב	ול	בל	90	97	3	5	firing-132330-3	לתלותמו הפי רעיש ול היה
b002-314	batch-002	injected	known			15704	suggested	control-pass	א/ע	אד	עד	106	141	4	7	injected-1064-4	ושלא יגלו את הגופה אד היום הבא
b002-315	batch-002	repeat:batch-001	adjacent	22	2	7289	unclear	unclear	ו/ב	מולי	מבלי	103	107	2	4	firing-258807-2	החברה שלו מולי חולה
b003-001	batch-003	repeat:batch-001	adjacent	21	2	15198	both-fine	both-fine	ח/כ	חבר	כבר	136	143	2	5	firing-165408-2	תעשה סיבוב חבר תעשה סיבוב
b003-002	batch-003	repeat:batch-001	adjacent	45	2	10926	in-text	overruled	ב/ו	הבא	הוא	125	164	4	9	firing-178965-4	כן היום זה יום הבא לעבודה קרוב משפחה רחוק
b003-003	batch-003	repeat:batch-002	adjacent	26	2	2453	in-text	overruled	א/ע	אליי	עליי	124	131	2	9	firing-211215-2	אל תתקרבי אליי מפני שאני לא רוצה לפגוע בך
b003-004	batch-003	repeat:batch-002	adjacent	39	2	5414	unclear	unclear	ב/ו	בג	וג	103	110	4	6	firing-142449-4	אנחנו לא יכולות לבטוח בג ונתן
b003-005	batch-003	repeat:batch-001	adjacent	38	2	10313	in-text	overruled	ו/ב	לסוך	לסבך	0	77	6	18	firing-28919-6	באופן רגיל פועלות צינוריות הדמעות כדי לסוך את העין ולהגן עליה כשמתרגשים הן מגיבות באופן מוגזם ויוצרות דמעות
b003-006	batch-003	repeat:batch-002	adjacent	24	2	4514	unclear	unclear	ב/ו	בג	וג	103	110	2	4	firing-259776-2	תתקשר לאימי בג ולייט
b003-007	batch-003	repeat:batch-002	adjacent	31	2	5835	in-text	overruled	א/ע	באולם	בעולם	90	121	4	9	firing-180858-4	האקוסטיקה שם דומה לאקוסטיקה באולם ו תראו מי הופיעה
b003-008	batch-003	repeat:batch-002	adjacent	90	2	3644	both-fine	both-fine	ס/ש	לסחרר	לשחרר	41	106	1	4	firing-52561-1	כדי לסחרר אותי כמוך
b003-009	batch-003	repeat:batch-001	adjacent	67	2	3742	both-fine	both-fine	ו/ב	הגור	הגבר	71	105	2	4	firing-3161-2	של מי הגור הזה
b003-010	batch-003	clean	none			10396	in-text	control-pass	א/ע	אני	עני	177	88	1	5	clean-104759-1	לא אני התכוונתי בלי הכסף
b003-011	batch-003	repeat:batch-002	adjacent	106	2	5781	in-text	overruled	ח/כ	חי	כי	118	145	3	8	firing-119275-3	הוא נשאר עד חי למרות הברבריות של התליינים
b003-012	batch-003	repeat:batch-001	adjacent	25	2	1882	in-text	overruled	ב/ו	בלב	בלו	96	87	6	9	firing-214983-6	לפחות נימוסי הרופא שלך משאירים תקווה בלב ג ק
b003-013	batch-003	clean	none			1897	in-text	control-pass	ח/כ	חשבתי	כשבתי	138	40	5	9	clean-92630-5	אני מניחה שאף פעם לא חשבתי על זה ככה
b003-014	batch-003	repeat:batch-002	adjacent	21	2	12134	unclear	unclear	ס/ש	הגיסה	הגישה	57	98	10	12	firing-140136-10	זהו פולחן עבור זה משהו שכל אמא הגיסה שולחת לבת הגיסה שלה
b003-015	batch-003	repeat:batch-002	adjacent	72	2	8092	in-text	overruled	א/ע	אל	על	148	164	7	10	firing-232927-7	האם היא היתה מחברת מחדש את החלק אל גופה הלטאתי
b003-016	batch-003	repeat:batch-002	adjacent	34	2	2122	in-text	overruled	ט/ת	לטבוע	לתבוע	79	90	2	5	firing-117312-2	גבר יכול לטבוע בעיניים האלו
b003-017	batch-003	repeat:batch-002	adjacent	29	2	2834	in-text	overruled	א/ע	אל	על	148	164	5	14	firing-194709-5	לכן רק שירו שיר לשלום אל תלחשו תפילה מוטב תשירו שיר לשלום בצעקה גדולה
b003-018	batch-003	repeat:batch-002	adjacent	65	2	6832	suggested	agreed	ו/ב	וובי	בובי	48	107	4	15	firing-212505-4	ג וי לראות את וובי זה הרבה יותר כיף ממשהו שקרה ברכב של דוד שלי
b003-019	batch-003	repeat:batch-002	adjacent	22	2	3719	both-fine	both-fine	ת/ט	שתף	שטף	63	73	1	4	firing-9433-1	בהחלט שתף את כולנו
b003-020	batch-003	repeat:batch-001	adjacent	22	2	2130	in-text	overruled	א/ע	אל	על	148	164	3	5	firing-247916-3	ולנסות ולהיות נחמד אל מלקולם
b003-021	batch-003	repeat:batch-002	adjacent	30	2	5887	in-text	overruled	כ/ק	כה	קה	116	78	11	22	firing-21512-11	יש ברשותי תדפיס סודי ביותר של פרטי המכירות של חנות ספרים כה חסרת חשיבות אך כה מלאה בצדקנות עד שמיד חשתי אליה
b003-022	batch-003	repeat:batch-002	adjacent	23	2	2849	in-text	overruled	ב/ו	בכאב	וכאב	80	69	4	7	firing-146496-4	האם התנסת אי פעם בכאב ראש מיידי
b003-023	batch-003	repeat:batch-001	adjacent	21	2	4492	unclear	unclear	ו/ב	וקטע	בקטע	41	97	1	4	firing-24739-1	אהבה וקטע עם כלב
b003-024	batch-003	repeat:batch-002	adjacent	32	2	4935	in-text	overruled	ח/כ	החול	הכול	87	126	5	16	firing-113328-5	כמה הריסות אפשר לראות אבל החול החם והמים הכחולים זה בשבילי אני לא רוצה לזרז אתכם
b003-025	batch-003	repeat:batch-002	adjacent	21	2	6690	in-text	overruled	ו/ב	ואנשים	באנשים	92	99	2	12	firing-97387-2	אני מסכים ואנשים צעירים ותמימים צריכים להודות על מזלם להיות אסירי תודה
b003-026	batch-003	repeat:batch-001	adjacent	37	2	5580	in-text	overruled	ו/ב	ושנית	בשנית	78	78	9	16	firing-146855-9	קודם כן זה פשע של זעם לא משיכה מינית ושנית את לא דוחה את מאוד יפה
b003-027	batch-003	repeat:batch-002	adjacent	32	2	8174	in-text	overruled	ע/א	ועף	ואף	51	104	5	18	firing-156542-5	עוזב את הגלגל של ב ועף אל הגלגל של אופניים א קדימה ואחורה עד ששני זוגות האופניים מתנגשים
b003-028	batch-003	repeat:batch-002	adjacent	57	2	22447	in-text	overruled	א/ע	אבד	עבד	83	111	6	9	firing-48598-6	לצערי הספר נאבד במאה ה לא אבד אלא נלקח
b003-029	batch-003	repeat:batch-002	adjacent	26	2	2625	in-text	overruled	א/ע	אל	על	148	164	4	6	firing-151792-4	פקסס עותק של הצו אל הפקיד
b003-030	batch-003	injected	known			2865	suggested	control-pass	ו/ב	אוהו	אוהב	65	136	3	9	injected-74935-3	אם אתה לא אוהו ספגטי וקציצת בשר צא החוצה
b003-031	batch-003	repeat:batch-001	adjacent	63	2	4432	suggested	agreed	ע/א	יעבד	יאבד	33	79	8	18	firing-93321-8	אנדרו עבד עבורי במשך שנה אף אחד לא יעבד את מקום פרנסתו בטח שאין חשש בלבצע עידכונים כאלה
b003-032	batch-003	injected	known			1626	suggested	control-pass	ע/א	עת	את	91	178	2	6	injected-58649-2	יש לך עת המשקה שלי לא
